,filename_record,support0,support1,acc01_frm,p1_frm,r1_frm,f1_frm,fp_rate,fn_rate,boundary_win,p1_sbr,r1_sbr,f1_sbr,r2e_deviation1,e2r_deviation1,p01_sbr,r01_sbr,f01_sbr,r2e_deviation01,e2r_deviation01,p_pairwise,r_pairwise,f_pairwise,nce_over,nce_under,nce_f,rand_index,adjrand_index,mutual_info,adjmutual_info,normmutual_info
79,2011/Mizumoto01,2261,1072,0.815181518152,0.864217252396,0.504664179104,0.637220259128,0.0375939849624,0.495335820896,0.348299319728,0.846153846154,0.52380952381,0.647058823529,0.16971,0.07192,0.847826086957,0.527027027027,0.65,0.168845,0.071135,0.688519487795,0.848996682153,0.760383236497,0.521456448726,0.312210215837,0.390573444584,0.698518374627,0.365693931416,0.151426086605,0.240879237117,0.274873496565
80,2011/Mizumoto02,923,5642,0.698400609292,0.938667944418,0.69443459766,0.798288508557,0.277356446371,0.30556540234,0.487619047619,0.734482758621,0.591666666667,0.655384615385,0.09939,0.080565,0.735091743119,0.592421441774,0.656090071648,0.09828,0.08029,0.813973582974,0.576129576966,0.674704251504,0.117033431929,0.477622789907,0.188000502535,0.57862494885,0.123854759371,0.0437190240771,0.0665622919287,0.084751078292
81,2011/Mizumoto03,2033,31,0.984496124031,0.470588235294,0.258064516129,0.333333333333,0.00442695523856,0.741935483871,0.441179138322,0.5,0.25,0.333333333333,0.391295,1.195295,0.6,0.333333333333,0.428571428571,0.351005,0.15,0.977726008056,0.991089463415,0.9843623831,0.94723099558,0.903597685634,0.924900012686,0.969443612529,0.320975568901,0.0111730550298,0.141120759101,0.183086235668
82,2011/Mizumoto04,1195,1077,0.876320422535,0.924307036247,0.805013927577,0.860545905707,0.0594142259414,0.194986072423,0.54566893424,0.489795918367,0.4,0.440366972477,0.374455,0.493725,0.5,0.409836065574,0.45045045045,0.313625,0.378365,0.775934257111,0.797310720344,0.7864772624,0.491405553095,0.471387136183,0.481188232851,0.783056620829,0.56608457774,0.325412965055,0.470203932526,0.475161911424
83,2011/Mizumoto05,352,3512,0.659161490683,0.956340956341,0.654897494305,0.777420990367,0.298295454545,0.345102505695,0.464399092971,0.406403940887,0.528846153846,0.459610027855,0.204975,0.69072,0.40931372549,0.531847133758,0.462603878116,0.202135,0.686455,0.863481646552,0.5481697408,0.670611051166,0.0748682935013,0.591732089068,0.132919130792,0.550492241187,0.0634560467851,0.0215379577739,0.0323066089647,0.0479405499178
84,2011/Mizumoto06,1494,3769,0.778643359301,0.92998678996,0.747147784558,0.828600853318,0.141900937082,0.252852215442,0.452789115646,0.813793103448,0.62599469496,0.707646176912,0.094025,0.06035,0.814432989691,0.626984126984,0.708520179372,0.093645,0.06006,0.743146912898,0.640246712733,0.68786982858,0.248448244597,0.371474373743,0.297753794873,0.655171828355,0.307419936975,0.1607832222,0.235743064464,0.25214660885
85,2011/Mizumoto07,420,2749,0.742189965289,0.940693430657,0.750090942161,0.834648856507,0.309523809524,0.249909057839,0.476009070295,0.732673267327,0.663677130045,0.696470588235,0.10848,0.089825,0.733990147783,0.665178571429,0.697892271663,0.1065,0.088505,0.837823794218,0.623731433538,0.71509721466,0.177975443869,0.505316988654,0.263237264368,0.617112273668,0.168060958689,0.047772458812,0.0771210183745,0.0972611626212
86,2011/Mizumoto08,231,1388,0.781964175417,0.944206008584,0.792507204611,0.861731296514,0.281385281385,0.207492795389,0.534058956916,0.837662337662,0.516,0.638613861386,0.268975,0.07755,0.839743589744,0.519841269841,0.642156862745,0.24996,0.0737,0.847490030856,0.668803019072,0.747617871489,0.245949480699,0.511522629208,0.332180481298,0.65864466924,0.242379459507,0.0702619756126,0.118038596003,0.142704396296
87,2011/Mizumoto09,1366,1200,0.87295401403,0.928431372549,0.789166666667,0.853153153153,0.0534407027818,0.210833333333,0.487619047619,0.927184466019,0.489743589744,0.640939597315,0.14215,0.03999,0.927884615385,0.492346938776,0.643333333333,0.14041,0.039845,0.768745583761,0.797672586695,0.782941988129,0.492182866603,0.464735687329,0.478065644903,0.778028969112,0.55598881336,0.320059789385,0.462980482721,0.469641646681
88,2011/Mizumoto10,496,910,0.607396870555,0.92619047619,0.427472527473,0.584962406015,0.0625,0.572527472527,0.406349206349,0.852112676056,0.406040268456,0.55,0.28899,0.053445,0.854166666667,0.41,0.554054054054,0.275615,0.051195,0.55676114633,0.594944575076,0.575219897697,0.243172957061,0.187037932,0.211443123191,0.522608510509,0.0317075096703,0.0853644669463,0.131082018599,0.135690591623
89,2011/Mizumoto11,3120,3266,0.830566865017,0.920323325635,0.732088181261,0.81548431105,0.0663461538462,0.267911818739,0.568888888889,0.801587301587,0.528795811518,0.637223974763,0.172065,0.06729,0.802371541502,0.530026109661,0.638364779874,0.171775,0.066875,0.711359121648,0.735644626106,0.72329807837,0.399067185961,0.374288763195,0.386281022673,0.718469725606,0.436932190492,0.259172154931,0.373978642408,0.378773368217
90,2011/Mizumoto12,1452,11836,0.769265502709,0.952434997936,0.779908752957,0.857580824972,0.317493112948,0.220091247043,0.499229024943,0.730158730159,0.506050605061,0.597790773229,0.24307,0.090985,0.73058637084,0.506593406593,0.598312783907,0.24197,0.0907900000001,0.872068838173,0.655329494009,0.748321401719,0.224208918233,0.56897165866,0.321663247462,0.64496239818,0.185145818802,0.0460828037583,0.0788738112539,0.102703423844
91,2011/Ozaki01,1315,154,0.877467665078,0.423529411765,0.467532467532,0.444444444444,0.0745247148289,0.532467532468,0.580498866213,0.409090909091,0.519230769231,0.457627118644,0.45253,0.73033,0.426470588235,0.537037037037,0.475409836066,0.357335,0.64974,0.875288219615,0.856966087313,0.866030256452,0.552778771133,0.585603479119,0.568717882744,0.784690994801,0.31827788521,0.0484900256069,0.1344349078,0.139773936152
92,2011/Ozaki02,1523,553,0.857418111753,0.86402266289,0.551537070524,0.673289183223,0.0315167432699,0.448462929476,0.394739229025,0.987012987013,0.466257668712,0.633333333333,0.157155,0.026855,0.987179487179,0.469512195122,0.636363636364,0.14562,0.02598,0.753747144424,0.888259679156,0.815493805575,0.587341670102,0.408915786396,0.482151033042,0.755279246204,0.459358718596,0.170044243125,0.293010397417,0.330690257142
