epoch,acc,loss,val_acc,val_loss
0,0.813374255952381,0.4187071516400292,0.72686298076923073,0.53350098946919811
1,0.88932291666666663,0.28659279254220782,0.88454026442307687,0.31708755974586195
2,0.90773809523809523,0.23739391693047115,0.87920673076923073,0.28801237648496258
3,0.91662946428571423,0.21380605711823419,0.7822265625,0.59324714312186611
4,0.9227120535714286,0.20017833645854677,0.81858473557692313,0.38733688111488634
5,0.92937127976190481,0.18451218484413057,0.90542367788461542,0.22718265294455564
6,0.93284970238095233,0.17275636710581324,0.87184495192307687,0.32590040077383703
7,0.93709077380952377,0.16566831969789098,0.91939603365384615,0.20433082216634199
8,0.93969494047619051,0.15652946357925732,0.83097956730769229,0.35941174339789611
9,0.94361979166666665,0.15010019629484131,0.78680889423076927,0.48750122693868786
10,0.9475446428571429,0.13971656117410886,0.63949819711538458,1.0228489133027883
11,0.94836309523809526,0.13735090880876497,0.845703125,0.45777930491245711
12,0.94802827380952381,0.1352691624136198,0.91458834134615385,0.20594687931812727
13,0.95104166666666667,0.12936271336816607,0.79229266826923073,0.6806043776182028
14,0.95342261904761905,0.1264314054733231,0.923828125,0.19773355627862307
15,0.95425967261904765,0.12099943462581862,0.85336538461538458,0.41081787588504642
16,0.95518973214285718,0.11869994964273203,0.91962139423076927,0.19445334245952275
17,0.96106770833333333,0.1070621248512041,0.93644831730769229,0.1637768202389662
18,0.96170014880952381,0.10419727986057599,0.91646634615384615,0.22212101232547027
19,0.96387648809523807,0.099699917950090908,0.93825120192307687,0.16204063451060882
20,0.96356026785714288,0.097926443141131178,0.87687800480769229,0.37753637708150423
21,0.96597842261904765,0.091515101421447032,0.93682391826923073,0.16589400702371046
22,0.96796875000000004,0.089133738016798386,0.91586538461538458,0.2245331981147711
23,0.96988467261904765,0.084683656958597045,0.90226862980769229,0.24588635635490602
24,0.96914062499999998,0.084394862751166019,0.93344350961538458,0.1780631712709482
25,0.97518601190476195,0.072766344976567088,0.90730168269230771,0.27086861503238863
26,0.97267485119047614,0.075628605369655863,0.86688701923076927,0.35300279351381153
27,0.97503720238095237,0.071441006758028558,0.91428786057692313,0.22659499943256378
28,0.97648809523809521,0.067731394991278643,0.88596754807692313,0.31446146707122141
29,0.97494419642857144,0.069089279891479588,0.93269230769230771,0.18715958727093843
