epoch,acc,loss,val_acc,val_loss
0,0.86585219901926969,0.31965203889857347,0.92374331659905407,0.21319415407182021
1,0.91972343470121154,0.21467077374157953,0.91894000392276065,0.21784047641662213
2,0.92703139032722182,0.19781128906781503,0.85688201370446582,0.32356620076696696
3,0.93051739571009073,0.18965514532779526,0.9314865920978056,0.18541939144348629
4,0.93198324281050671,0.18677652803482228,0.93464601410101655,0.17987938071784274
5,0.93332478979733868,0.18421536969377639,0.94008700990775607,0.1704263131926704
6,0.9344748461666994,0.18177847604268343,0.92293172581102045,0.20803435765376496
7,0.9346831329625771,0.18132304340759489,0.92754042068376796,0.19414949264014852
8,0.93534606688500521,0.1791015630473215,0.94604146418857771,0.16176356297317993
9,0.93604819595079536,0.17817182661621328,0.93098969643407237,0.18729651358371935
10,0.93613890172185721,0.17743122544502557,0.94324229012858551,0.16295097217226004
11,0.93695749093810765,0.17691090795829942,0.93787997060187367,0.17211750531125636
12,0.93731583431279675,0.17603998937438611,0.94079922580817721,0.17172336849088995
13,0.9377951178144901,0.17509656121656048,0.93713048594091741,0.18175508430917933
14,0.93802468178320308,0.17477865355070535,0.9443934316714111,0.15948854559380754
15,0.93806163517785368,0.17411675406380037,0.94219053075427106,0.16518857290362843
16,0.93926320350984438,0.17173820310809376,0.94541206382076193,0.15519953398785977
17,0.93922624993164083,0.17245757054800348,0.94576403258009722,0.1594405496304018
18,0.93926992288228517,0.1723351429726549,0.94000005432043998,0.1727684914070812
19,0.93900228541215081,0.17166908940744627,0.94533338970032288,0.15579993642604376
20,0.9397783228858454,0.1710351421523835,0.93758183088361846,0.18387269253763477
21,0.93954203927770574,0.17169655240187787,0.88064599913346353,0.3065231666123151
22,0.93951180395393863,0.1713346731322343,0.94085719632312625,0.17121138400349989
23,0.93986118827661769,0.17127428500426042,0.94696071731624643,0.16311738980012341
24,0.94014338336359349,0.17029020991197225,0.93449280690208969,0.1832143438335963
25,0.94005603772929103,0.17032560141921912,0.9394369053791275,0.17729624048816367
26,0.94035726974218714,0.1694723347875666,0.91619880333943893,0.22544507605966574
