,filename_record,support0,support1,acc01_frm,p1_frm,r1_frm,f1_frm,fp_rate,fn_rate,boundary_win,p1_sbr,r1_sbr,f1_sbr,r2e_deviation1,e2r_deviation1,p01_sbr,r01_sbr,f01_sbr,r2e_deviation01,e2r_deviation01,p_pairwise,r_pairwise,f_pairwise,nce_over,nce_under,nce_f,rand_index,adjrand_index,mutual_info,adjmutual_info,normmutual_info
86,2011/Mizumoto08,231,1388,0.914762198888,0.910643889619,0.99855907781,0.952577319588,0.588744588745,0.0014409221902,0.534058956916,0.983333333333,0.236,0.38064516129,1.844375,0.053215,0.983870967742,0.242063492063,0.388535031847,1.79757,0.0485,0.837627071678,0.984269597022,0.905046783892,0.84783849986,0.582784037323,0.690757668224,0.84387147375,0.481674389747,0.11965661973,0.292125046086,0.394404350573
87,2011/Mizumoto09,1366,1200,0.903741231489,0.846545454545,0.97,0.904077669903,0.154465592972,0.03,0.487619047619,0.913043478261,0.430769230769,0.585365853659,0.30407,0.038115,0.913978494624,0.433673469388,0.588235294118,0.296955,0.03734,0.826190015011,0.827066101931,0.826627826345,0.578486431781,0.577717752321,0.57810183653,0.825885479864,0.651764673848,0.398372989188,0.576333034915,0.576674955305
88,2011/Mizumoto10,496,910,0.848506401138,0.818264840183,0.984615384615,0.893765586035,0.401209677419,0.0153846153846,0.406349206349,0.953333333333,0.479865771812,0.638392857143,0.266905,0.049805,0.953947368421,0.483333333333,0.641592920354,0.266115,0.04942,0.717948242278,0.866666666667,0.785328733766,0.583235481815,0.408453960845,0.480442429665,0.742579919092,0.470878961467,0.238838363071,0.367737893613,0.408155397978
89,2011/Mizumoto11,3120,3266,0.878327591607,0.814188336279,0.987446417636,0.892486508925,0.235897435897,0.0125535823637,0.568888888889,0.740740740741,0.366492146597,0.490367775832,0.90417,0.061455,0.742105263158,0.368146214099,0.492146596859,0.89586,0.061165,0.770739543814,0.814982952181,0.792244028027,0.565173580094,0.523343173899,0.543454630579,0.786201211722,0.572393192668,0.36248879946,0.523106928404,0.534463021021
90,2011/Mizumoto12,1452,11836,0.849488260084,0.920773442847,0.909259885096,0.914980445502,0.637741046832,0.0907401149037,0.499229024943,0.892523364486,0.105060506051,0.187992125984,5.752065,0.041775,0.893518518519,0.106043956044,0.189587426326,5.74745,0.04174,0.848663374201,0.830576972593,0.83952277283,0.505889274642,0.538724058756,0.521790627408,0.744249004263,0.21043366847,0.0251167651661,0.0682293426559,0.070543448352
91,2011/Ozaki01,1315,154,0.592239618788,0.201342281879,0.974025974026,0.333704115684,0.45247148289,0.025974025974,0.580498866213,0.216216216216,0.615384615385,0.32,0.295665,1.238975,0.226666666667,0.62962962963,0.333333333333,0.25556,1.220685,0.828807584601,0.510070652385,0.631499435424,0.0924327133691,0.607917858451,0.160466770281,0.516584662762,0.033444971252,0.0639571747264,0.0918378455508,0.132592227957
92,2011/Ozaki02,1523,553,0.873314065511,0.698630136986,0.922242314647,0.795011691348,0.144451739987,0.0777576853526,0.394739229025,0.855769230769,0.546012269939,0.666666666667,0.135205,0.051275,0.857142857143,0.548780487805,0.669144981413,0.13477,0.05099,0.856242066799,0.764622638269,0.807842956992,0.457756195545,0.557021711949,0.502533880201,0.778528888941,0.548465969223,0.272703447846,0.420260802951,0.44472832957
93,2011/Ozaki03,255,926,0.857747671465,0.850277264325,0.993520518359,0.916334661355,0.635294117647,0.00647948164147,0.406349206349,0.866666666667,0.176870748299,0.293785310734,1.418595,0.040375,0.870967741935,0.182432432432,0.301675977654,1.413075,0.035115,0.746271036375,0.955639153269,0.838076915751,0.75241524488,0.413847391079,0.533987931193,0.755587182473,0.369219838402,0.114545413696,0.219285605247,0.296704700848
94,2011/Ozaki04,441,2301,0.854850474106,0.887260887261,0.947414167753,0.916351408155,0.628117913832,0.0525858322468,0.452789115646,0.911290322581,0.25799086758,0.402135231317,1.264275,0.043225,0.912698412698,0.261363636364,0.406360424028,1.261245,0.042055,0.796040206948,0.887363685087,0.839224828762,0.597776855009,0.442553298063,0.50858492933,0.751671961589,0.300944918416,0.0541474033567,0.122546693847,0.141383016571
95,2011/Ozaki05,1766,3917,0.787612176667,0.851218247797,0.838396732193,0.844758842444,0.325028312571,0.161603267807,0.452789115646,0.916666666667,0.31976744186,0.474137931034,0.792315,0.053665,0.917218543046,0.321345707657,0.475945017182,0.79058,0.053075,0.710095840489,0.700591661847,0.705311735073,0.277430517938,0.289011546023,0.283102643694,0.665339630096,0.318174434871,0.126784217577,0.201892378535,0.203308656022
96,2011/Ozaki06,179,1133,0.900152439024,0.898251192369,0.997352162401,0.945211208699,0.715083798883,0.00264783759929,0.522448979592,1.0,0.1,0.181818181818,4.186975,0.029555,1.0,0.108108108108,0.19512195122,3.90894,0.027625,0.817191498818,0.985099637612,0.893324095173,0.860798626862,0.531981921737,0.657575679395,0.81998474447,0.347846580229,0.0728122617643,0.182499113575,0.280777729363
97,2011/Ozaki07,1584,3812,0.84414381023,0.827418999339,0.984784889822,0.899269373578,0.494318181818,0.0152151101784,0.476009070295,0.88125,0.268060836502,0.411078717201,0.9434,0.0449,0.88198757764,0.26944971537,0.412790697674,0.94191,0.044255,0.719843990689,0.900875994711,0.800249490338,0.626296724102,0.385197443777,0.477012927669,0.736781368651,0.428225536014,0.179036753423,0.295729918865,0.347717974704
98,2011/Ozaki08,318,1798,0.88752362949,0.907949790795,0.965517241379,0.935849056604,0.553459119497,0.0344827586207,0.464399092971,0.928571428571,0.2,0.329113924051,1.77684,0.043885,0.93023255814,0.204081632653,0.334728033473,1.765625,0.04356,0.829882663327,0.920479782227,0.872836611815,0.667475909441,0.514056401082,0.580805553534,0.800172216743,0.412347647328,0.0856735619149,0.20232681432,0.234410350692
99,2011/Ozaki09,1311,5093,0.857276702061,0.862571577303,0.976045552719,0.915806927045,0.604118993135,0.0239544472806,0.522448979592,0.983606557377,0.117878192534,0.210526315789,4.4905,0.04394,0.983870967742,0.119607843137,0.213286713287,4.47985,0.04375,0.762000032961,0.926453611366,0.836218020873,0.672180055254,0.410010331542,0.509338783033,0.755223201324,0.369644602979,0.0977525441161,0.19279454709,0.240892533426
