,filename_record,support0,support1,acc01_frm,p1_frm,r1_frm,f1_frm,fp_rate,fn_rate,boundary_win,p1_sbr,r1_sbr,f1_sbr,r2e_deviation1,e2r_deviation1,p01_sbr,r01_sbr,f01_sbr,r2e_deviation01,e2r_deviation01,p_pairwise,r_pairwise,f_pairwise,nce_over,nce_under,nce_f,rand_index,adjrand_index,mutual_info,adjmutual_info,normmutual_info
0,2011/Ahfat01,2091,254,0.708742004264,0.265573770492,0.956692913386,0.415739948674,0.32137733142,0.0433070866142,0.510839002268,0.254464285714,0.619565217391,0.360759493671,0.16521,1.27946,0.261061946903,0.627659574468,0.36875,0.12729,1.23915,0.875635140612,0.568618360227,0.689494216248,0.16426466567,0.634340373258,0.260954299698,0.586866477591,0.148841528741,0.0896205258868,0.133703475714,0.187080616209
1,2011/Ahfat03,1064,2514,0.895472330911,0.879971590909,0.985680190931,0.929831144465,0.317669172932,0.0143198090692,0.406349206349,0.978947368421,0.523943661972,0.682568807339,0.12818,0.041765,0.979057591623,0.525280898876,0.683729433272,0.12629,0.041545,0.796913960543,0.910225193068,0.84980906455,0.655832330258,0.524723332051,0.582997543592,0.812698141682,0.603928213885,0.279016176677,0.458442105997,0.497197869146
2,2011/Ahfat04,1725,3009,0.894592310942,0.863136574074,0.991359255567,0.922815158546,0.274202898551,0.00864074443337,0.568888888889,0.916083916084,0.386430678466,0.54356846473,0.683635,0.047525,0.916666666667,0.388235294118,0.545454545455,0.679445,0.04717,0.787252434279,0.888652886273,0.834885049135,0.645695329642,0.540728579573,0.588568581133,0.811331170739,0.616694412865,0.337482229861,0.514513718107,0.545754757485
3,2011/Chon01,356,2037,0.870873380694,0.871453138435,0.995090819833,0.929177171671,0.839887640449,0.00490918016691,0.568888888889,0.935483870968,0.119834710744,0.212454212454,2.39089,0.043415,0.9375,0.123456790123,0.218181818182,2.382655,0.04291,0.77582923152,0.982675411807,0.867087058847,0.868582430327,0.444900089884,0.588408898296,0.774919954847,0.194444168087,0.0351775870943,0.0833023304923,0.152764241268
4,2011/Chon02,2874,775,0.578788709235,0.332453825858,0.975483870968,0.495900295179,0.528183716075,0.0245161290323,0.487619047619,0.366477272727,0.488636363636,0.418831168831,0.410535,0.667645,0.370056497175,0.492481203008,0.422580645161,0.405515,0.64937,0.667384141066,0.531978489468,0.592037801113,0.178988400926,0.388495517346,0.245068412259,0.512245254451,0.00454636502937,0.0933157691305,0.140697820041,0.15943199143
5,2011/Chon03,1791,1562,0.792722934685,0.702854468882,0.961587708067,0.812111381454,0.35455053043,0.0384122919334,0.429569160998,0.787096774194,0.401315789474,0.531590413943,0.3844,0.07728,0.788461538462,0.403278688525,0.533622559653,0.383075,0.07693,0.661215019036,0.707993416294,0.683805136096,0.389480879731,0.337535370854,0.361652364923,0.671202946579,0.342191203608,0.231646605043,0.335171727368,0.344410718649
6,2011/Chon04,1702,2663,0.875143184422,0.84029562982,0.981975215922,0.905627705628,0.292009400705,0.0180247840781,0.510839002268,0.94140625,0.334722222222,0.493852459016,0.765665,0.04616,0.941860465116,0.336565096953,0.495918367347,0.75666,0.04612,0.75862639811,0.854937064944,0.803907427306,0.580846374105,0.480862454851,0.526146539853,0.781371788809,0.558870994272,0.308810858908,0.461750320833,0.487814228296
7,2011/Chon05,1225,2952,0.833852046924,0.816069428891,0.987466124661,0.893623543838,0.536326530612,0.0125338753388,0.452789115646,0.914179104478,0.366766467066,0.523504273504,0.78102,0.04728,0.914814814815,0.368656716418,0.525531914894,0.77656,0.047055,0.704853662671,0.905885639769,0.792824524968,0.63935998006,0.362915996004,0.463014118885,0.72279487003,0.393177955342,0.16331414002,0.269837493671,0.326626634091
8,2011/Chon06,1765,4301,0.93455324761,0.92214532872,0.991397349454,0.955518207283,0.203966005666,0.00860265054638,0.499229024943,0.78313253012,0.245283018868,0.373563218391,1.919375,0.052405,0.785714285714,0.248120300752,0.377142857143,1.90437,0.05189,0.864659553522,0.938603880943,0.900115642694,0.737055910935,0.658254435087,0.695429978948,0.877634117639,0.742892246663,0.366030259268,0.607051976171,0.636628109766
9,2011/Chon07,359,2764,0.937880243356,0.935298102981,0.998914616498,0.966060181945,0.532033426184,0.00108538350217,0.499229024943,0.954545454545,0.0739436619718,0.137254901961,6.266975,0.0422,0.958333333333,0.0804195804196,0.148387096774,6.2449,0.038025,0.879211201909,0.989650648869,0.931167743726,0.874853619821,0.66602699583,0.756289776485,0.883406019154,0.558809343179,0.124676790611,0.349754245421,0.454341786388
10,2011/Chon08,1057,2770,0.876404494382,0.85991852084,0.990613718412,0.9206508975,0.422894985809,0.00938628158845,0.441179138322,0.80737704918,0.245024875622,0.375954198473,1.05404,0.041525,0.808943089431,0.246898263027,0.378326996198,1.044365,0.040915,0.76518312436,0.921776232581,0.836211749506,0.673170057812,0.471619763517,0.554652561644,0.783255400784,0.523927078689,0.222896450173,0.378202891024,0.433170139669
11,2011/Chon09,3548,2665,0.854015773378,0.75071306332,0.987617260788,0.853022200616,0.246335963923,0.012382739212,0.568888888889,0.674479166667,0.376453488372,0.483208955224,0.723235,0.087985,0.676165803109,0.378260869565,0.485130111524,0.713485,0.08783,0.756370325567,0.753719503698,0.755042587997,0.498775975098,0.501370170265,0.500069708249,0.750580907542,0.500997863461,0.337409554791,0.492630186925,0.49333793733
